,Source,Document,URL,Text,Date
1298,Luxembourg CSSF,Circular CSSF 19/720,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_720eng.pdf,,Published on 14.06.2019
1299,Luxembourg CSSF,Commission Opinion of 7.6.2019 on Article 5(4) of Council Regulation (EU) 2016/44,https://ec.europa.eu/fpi/sites/fpi/files/5_fr_act_part1_v2.pdf,,Published on 07.06.2019
1300,Luxembourg CSSF,Directive (EU) 2019/878 of the European Parliament and of the Council of 20 May 2019,https://eur-lex.europa.eu/eli/dir/2019/878/oj?locale=fr,,Published on 07.06.2019
1301,Luxembourg CSSF,Regulation (EU) 2019/876 of the European Parliament and of the Council of 20 May 2019,https://eur-lex.europa.eu/eli/reg/2019/876/oj?locale=fr,,Published on 07.06.2019
1302,Luxembourg CSSF,ESMA Guidelines on the application C6 and C7 of Annex I of MiFID II,https://www.esma.europa.eu/sites/default/files/library/esma-70-156-869_guidelines_on_c6_c7_application_of_mifid_ii_annex_1.pdf,,Published on 05.06.2019
1303,Luxembourg CSSF,Questions and Answers on the application of the UCITS Directive (UCITS V),https://www.esma.europa.eu/system/files_force/library/esma34-43-392_qa_ucits_directive.pdf,,Published on 04.06.2019
1304,Luxembourg CSSF,Regulation (EU) 2019/877 of the European Parliament and of the Council of 20 May 2019,https://eur-lex.europa.eu/eli/reg/2019/877/oj?locale=fr,,Published on 20.05.2019
1305,Luxembourg CSSF,Directive (EU) 2019/879 of the European Parliament and of the Council of 20 May 2019 (BRRD2),https://eur-lex.europa.eu/eli/dir/2019/879/oj?locale=fr,,Published on 20.05.2019
1306,Luxembourg CSSF,Council Regulation (EU) 2019/796 of 17 May 2019,http://data.europa.eu/eli/reg/2019/796/oj,,Published on 17.05.2019
1307,Luxembourg CSSF,Circular CSSF 19/719,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_719.pdf,,Published on 15.05.2019
1308,Luxembourg CSSF,Ministerial Regulation of 15 May 2019,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_150519_mes_restr.pdf,,Published on 15.05.2019
1309,Luxembourg CSSF,UN designation of 14 May 2019 – SC/13806,https://www.un.org/press/fr/2019/sc13806.doc.htm,,Published on 14.05.2019
1310,Luxembourg CSSF,Ministerial Regulation of 2 May 2019,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_020519_mes_restr.pdf,,Published on 02.05.2019
1311,Luxembourg CSSF,UN designation of 1 May 2019 – SC/13798,https://www.un.org/press/fr/2019/sc13798.doc.htm,,Published on 01.05.2019
1312,Luxembourg CSSF,ESMA Guidelines on Internalised Settlement Reporting under Article 9 of CSDR,https://www.esma.europa.eu/sites/default/files/library/esma70-151-367_csdr_guidelines_on_internalised_settlement_reporting_fr.pdf,,Published on 30.04.2019
1313,Luxembourg CSSF,Circular CSSF 19/718,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_718.pdf,,Published on 30.04.2019
1314,Luxembourg CSSF,CSSF Regulation No 19-03 of 26 April 2019,http://data.legilux.public.lu/file/eli-etat-leg-rcsf-2019-04-26-a297-jo-fr-pdf.pdf,,Published on 26.04.2019
1315,Luxembourg CSSF,CSSF Regulation No 19-02 of 26 April 2019,http://data.legilux.public.lu/file/eli-etat-leg-rcsf-2019-04-26-a299-jo-fr-pdf.pdf,,Published on 26.04.2019
1316,Luxembourg CSSF,Circular CSSF 19/717,https://www.cssf.lu/wp-content/uploads/cssf19_717.pdf,,Published on 26.04.2019
1317,Luxembourg CSSF,CSSF Regulation No 19-04 of 26 April 2019,http://data.legilux.public.lu/file/eli-etat-leg-rcsf-2019-04-26-a298-jo-fr-pdf.pdf,,Published on 26.04.2019
1318,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 700,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-700.pdf,,Published on 25.04.2019
1319,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 240,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-240.pdf,,Published on 25.04.2019
1320,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 701,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-701.pdf,,Published on 25.04.2019
1321,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 250,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-250.pdf,,Published on 25.04.2019
1322,Luxembourg CSSF,Luxembourg supplement to the code of ethics,https://www.cssf.lu/wp-content/uploads/Luxembourg_supplement_to_the_code_of_ethics.pdf,,Published on 25.04.2019
1323,Luxembourg CSSF,Luxembourg supplement to ISQC 1,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISQC1.pdf,,Published on 25.04.2019
1324,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 570,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-570.pdf,,Published on 25.04.2019
1325,Luxembourg CSSF,Luxembourg supplement to ISQC 1 – retention of the working papers of the réviseur d’entreprises agréé (approved statutory auditor),https://www.cssf.lu/wp-content/uploads/Complement-luxembourgeois-a-la-norme-ISQC-1.pdf,,Published on 25.04.2019
1326,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 600,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-600.pdf,,Published on 25.04.2019
1327,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 200,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-200.pdf,,Published on 25.04.2019
1328,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 610,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-610.pdf,,Published on 25.04.2019
1329,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 220,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-220.pdf,,Published on 25.04.2019
1330,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 620,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-620.pdf,,Published on 25.04.2019
1331,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 230,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-230.pdf,,Published on 25.04.2019
1332,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 700,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-700.pdf,,Published on 25.04.2019
1333,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 240,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-240.pdf,,Published on 25.04.2019
1334,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 701,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-701.pdf,,Published on 25.04.2019
1335,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 250,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-250.pdf,,Published on 25.04.2019
1336,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 705,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-705.pdf,,Published on 25.04.2019
1337,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 260,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-260.pdf,,Published on 25.04.2019
1338,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 720,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-720.pdf,,Published on 25.04.2019
1339,Luxembourg CSSF,Luxembourg supplement to International Standard on Auditing 330,https://www.cssf.lu/wp-content/uploads/LUXEMBOURG-SUPPLEMENT-TO-ISA-330.pdf,,Published on 25.04.2019
1340,Luxembourg CSSF,"Opinion of the European Banking Authority on the nature of passport notifications regarding agents and distributors under Directive (EU) 2015/2366 (PSD2), Directive 2009/110/EC (EMD2) and Directive (EU) 2015/849 (AMLD)",https://www.cssf.lu/wp-content/uploads/EBA-Opinion-.pdf,,Published on 24.04.2019
1341,Luxembourg CSSF,ESMA Guidelines on EMIR Anti-Procyclicality Margine Measures for Central Counterparties,https://www.esma.europa.eu/sites/default/files/library/esma70-151-1496_guidelines_on_ccp_apc_margin_measures_fr.pdf,,Published on 15.04.2019
1342,Luxembourg CSSF,Circular CSSF 19/716 (as amended by Circular CSSF 20/743),https://www.cssf.lu/wp-content/uploads/cssf19_716_010720.pdf,,Updated on 01.07.2020
1343,Luxembourg CSSF,Circular CSSF 19/715,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_715.pdf,,Published on 10.04.2019
1344,Luxembourg CSSF,ESMA Questions and Answers – Prospectuses,https://www.esma.europa.eu/sites/default/files/library/esma31-62-780_qa_on_prospectus_related_topics.pdf,,Published on 08.04.2019
1345,Luxembourg CSSF,Law of 8 April 2019,http://data.legilux.public.lu/eli/etat/leg/loi/2019/04/08/a237/jo,,Published on 08.04.2019
1346,Luxembourg CSSF,Law of 8 April 2019,http://data.legilux.public.lu/eli/etat/leg/loi/2019/04/08/a238/jo,,Published on 08.04.2019
1347,Luxembourg CSSF,ESMA Guidelines on CCP conflict of interest management,https://www.esma.europa.eu/sites/default/files/library/esma70-151-1439_guidelines_on_ccps_management_of_conflicts_of_interest_fr.pdf,,Published on 05.04.2019
1348,Luxembourg CSSF,CSSF Regulation No 19-01 of 29 March 2019 (only in French),http://legilux.public.lu/eli/etat/leg/rcsf/2019/03/29/a205/jo,,Published on 29.03.2019
1349,Luxembourg CSSF,FAQ on the assessment of IT outsourcing materiality,https://www.cssf.lu/wp-content/uploads/FAQ_materiality.pdf,,Updated on 05.03.2021
1350,Luxembourg CSSF,Circular CSSF 19/714,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_714.pdf,,Published on 27.03.2019
1351,Luxembourg CSSF,Ministerial Regulation of 25 March 2019,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_250319_mes_restr.pdf,,Published on 25.03.2019
1352,Luxembourg CSSF,UN designation of 22 March 2019 – SC/13744,https://www.un.org/press/fr/2019/sc13744.doc.htm,,Published on 22.03.2019
1353,Luxembourg CSSF,Regulation (EU) 2019/452 of the European Parliament and of the Council of 19 March 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R0452&from=FR,,Published on 19.03.2019
1354,Luxembourg CSSF,Commission Delegated Regulation (EU) 2019/980 of 14 March 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R0980&from=FR,,Published on 14.03.2019
1355,Luxembourg CSSF,Circular CSSF 19/712,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_712eng.pdf,,Published on 14.03.2019
1356,Luxembourg CSSF,Commission Delegated Regulation (EU) 2019/979 of 14 March 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R0979,,Published on 14.03.2019
1357,Luxembourg CSSF,Ministerial Regulation of 1 March 2019,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_010319_mes_restr.pdf,,Published on 01.03.2019
1358,Luxembourg CSSF,UN designation of 28 February 2019 – SC/13726,https://www.un.org/press/fr/2019/sc13726.doc.htm,,Published on 28.02.2019
1359,Luxembourg CSSF,EBA Guidelines on outsourcing arrangements,https://eba.europa.eu/sites/default/documents/files/documents/10180/2551996/38c80601-f5d7-4855-8ba3-702423665479/EBA%20revised%20Guidelines%20on%20outsourcing%20arrangements.pdf,,Published on 25.02.2019
1360,Luxembourg CSSF,Circular CSSF 19/709,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_709eng.pdf,,Published on 25.02.2019
1361,Luxembourg CSSF,Ministerial Regulation of 18 February 2019,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_180219_mes_restr.pdf,,Published on 18.02.2019
1362,Luxembourg CSSF,Grand-ducal Regulation of 15 February 2019,http://data.legilux.public.lu/file/eli-etat-leg-rgd-2019-02-15-a73-jo-fr-pdf.pdf,,Published on 15.02.2019
1363,Luxembourg CSSF,Opinion 4/2019 of the European Data Protection Board,https://www.cssf.lu/wp-content/uploads/EDPB_opinion_2019-4_fr.pdf,,Published on 12.02.2019
1364,Luxembourg CSSF,UN withdrawal of 8 February 2019 – SC/13695,https://www.un.org/press/fr/2019/sc13695.doc.htm,,Published on 08.02.2019
1365,Luxembourg CSSF,Commission Delegated Regulation (EU) 2019/820 of 4 February 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R0820&qid=1564381418444&from=EN,,Published on 04.02.2019
1366,Luxembourg CSSF,Commission Delegated Regulation (EU) 2019/819 of 1 February 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R0819&qid=1564381858118&from=EN,,Published on 01.02.2019
1367,Luxembourg CSSF,Commission Delegated Regulation (EU) 2019/758 of 31 January 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R0758&from=FR,,Published on 31.01.2019
1368,Luxembourg CSSF,Circular CSSF 19/708 (only in French),https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_708.pdf,,Published on 29.01.2019
1369,Luxembourg CSSF,Council Implementing Regulation (EU) 2019/84 of 21 January 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R0084&from=FR,,Published on 21.01.2019
1370,Luxembourg CSSF,Statement on disclosure of ESG matters by issuers,https://www.iosco.org/library/pubdocs/pdf/IOSCOPD619.pdf,,Published on 18.01.2019
1371,Luxembourg CSSF,Law of 13 January 2019 (coordinated version),https://www.cssf.lu/wp-content/uploads/L_130119_Registre_ben_effect.pdf,,Updated on 25.03.2020
1372,Luxembourg CSSF,CSSF’s decision on the appointment of the members of the jury for the examination of professional competence of réviseurs d’entreprises (only in French),https://www.cssf.lu/wp-content/uploads/Decision_jury_eap_110119.pdf,,Published on 11.01.2019
1373,Luxembourg CSSF,CSSF Regulation No 18-07 of 31 December 2018 (only in French),http://legilux.public.lu/eli/etat/leg/rcsf/2018/12/31/a1200/jo,,Published on 31.12.2018
1374,Luxembourg CSSF,Circular CSSF 18/702,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Blanchiment_terrorisme/cssf18_702.pdf,,Published on 20.12.2018
1375,Luxembourg CSSF,ESMA Guidelines on non-significant benchmarks under the Benchmarks Regulation,https://www.esma.europa.eu/sites/default/files/library/esma70-145-1209_guidelines_on_non-significant_benchmarks.pdf,,Published on 20.12.2018
1376,Luxembourg CSSF,Circular CSSF 18/706,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf18_706eng.pdf,,Published on 19.12.2018
1377,Luxembourg CSSF,Circular CSSF 18/707 (only in French),https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf18_707.pdf,,Published on 19.12.2018
1378,Luxembourg CSSF,Circular CSSF 18/705,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf18_705eng.pdf,,Published on 19.12.2018
1379,Luxembourg CSSF,Circular CSSF-CPDI 18/14,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/CSSF_CPDI/CSSF_CPDI_1814.pdf,,Published on 18.12.2018
1380,Luxembourg CSSF,Commission Delegated Regulation (EU) 2019/815 of 17 December 2018,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:02019R0815-20190529&from=FR,,Published on 17.12.2018
1381,Luxembourg CSSF,Circular CSSF 18/703 (as amended by Circulars CSSF 20/737 and CSSF 21/772),https://www.cssf.lu/wp-content/uploads/cssf18_703eng.pdf,,Updated on 10.05.2021
1382,Luxembourg CSSF,Commission Delegated Regulation (EU) 2018/815 of 17 December 2018,http://data.europa.eu/eli/reg_impl/2018/815/oj,,Published on 17.12.2018
1383,Luxembourg CSSF,Circular CSSF 18/704,https://www.cssf.lu/wp-content/uploads/cssf18_704.pdf,,Published on 17.12.2018
1384,Luxembourg CSSF,Grand-ducal Regulation of 14 December 2018,http://data.legilux.public.lu/file/eli-etat-leg-rgd-2018-12-14-a1148-jo-fr-pdf.pdf,,Published on 14.12.2018
1385,Luxembourg CSSF,Notifications FAQ related to Circular CSSF 11/509,https://www.cssf.lu/wp-content/uploads/Notifications_FAQ.pdf,,Published on 10.12.2018
1386,Luxembourg CSSF,Commission Delegated Regulation (EU) 2019/411 of 29 November 2018,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R0411&from=FR,,Published on 29.11.2018
1387,Luxembourg CSSF,Commission Implementing Regulation (EU) 2019/410 of 29 November 2018,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R0410&from=FR,,Published on 29.11.2018
1388,Luxembourg CSSF,Ministerial Regulation of 20 November 2018,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_201118_mes_restr.pdf,,Published on 20.11.2018
1389,Luxembourg CSSF,UN designation of 19 November 2018 – SC/13591,https://www.un.org/press/fr/2018/sc13591.doc.htm,,Published on 19.11.2018
1390,Luxembourg CSSF,Ministerial Regulation of 16 November 2018,http://data.legilux.public.lu/file/eli-etat-leg-rmin-2018-11-16-a1050-jo-fr-pdf.pdf,,Published on 16.11.2018
1391,Luxembourg CSSF,Regulation (EU) 2018/1672 of the European Parliament and of the Council of 23 October 2018,http://data.europa.eu/eli/reg/2018/1672/oj,,Published on 12.11.2018
1392,Luxembourg CSSF,Directive (EU) 2018/1673 of the European Parliament and of the Council of 23 October 2018,http://data.europa.eu/eli/dir/2018/1673/oj,,Published on 12.11.2018
1393,Luxembourg CSSF,ESMA Guidelines on certain aspects of the MiFID II suitability requirements,https://www.esma.europa.eu/sites/default/files/library/esma35-43-1163_guidelines_on_mifid_ii_suitability_requirements_fr.pdf,,Published on 06.11.2018
1394,Luxembourg CSSF,Commission Delegated Regulation (EU) 2018/1619 of 12 July 2018,http://data.europa.eu/eli/reg_del/2018/1619/oj,,Published on 30.10.2018
1395,Luxembourg CSSF,Commission Delegated Regulation (EU) 2018/1618 of 12 July 2018,http://data.europa.eu/eli/reg_del/2018/1618/oj,,Published on 30.10.2018
1396,Luxembourg CSSF,Commission Delegated Regulation (EU) 2019/348 of 25 October 2018,https://eur-lex.europa.eu/eli/reg_del/2019/348/oj?locale=fr,,Published on 25.10.2018
